Date,Transaction,Name,Memo,Amount
2023-03-08,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-36.03
2023-03-08,DEBIT,DEBIT PURCHASE -VISA EB NOCHE EN SATU8014137200  CA,Download from usbank.com.3650,-27.7
2023-03-09,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-18.95
2023-03-09,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE SALEM       OR,Download from usbank.com.3650,-14.25
2023-03-09,DEBIT,DEBIT PURCHASE -VISA GIN THAI BASSERIPORTLAND    OR,Download from usbank.com.3650,-33.0
2023-03-10,DEBIT,DEBIT PURCHASE -VISA BAKER ALLERGY ASPORTLAND    OR,Download from usbank.com.0857,-20.0
2023-03-10,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-35.62
2023-03-10,DEBIT,WEB AUTHORIZED PMT PAYMENT FOR AMZ,Download from usbank.com.,-105.0
2023-03-13,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-38.34
2023-03-13,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE PORTLAND    OR,Download from usbank.com.3650,-11.5
2023-03-13,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-9.99
2023-03-13,DEBIT,RECURRING DEBIT PURCHASE CHATGPT SUBSCRIPOPENAI.COM  CA,Download from usbank.com.3650,-20.0
2023-03-13,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-100.0
2023-03-13,DEBIT,DEBIT PURCHASE -VISA TST* AFURI IzakaPortland    OR,Download from usbank.com.3650,-68.44
2023-03-13,DEBIT,DEBIT PURCHASE -VISA PARKING NW      PORTLAND    OR,Download from usbank.com.3650,-9.0
2023-03-13,DEBIT,DEBIT PURCHASE -VISA SALEM GROCERY OUSALEM       OR,Download from usbank.com.0857,-2.39
2023-03-13,DEBIT,DEBIT PURCHASE -VISA TAUERIA LOS PANDSALEM       OR,Download from usbank.com.0857,-12.5
2023-03-13,DEBIT,DEBIT PURCHASE -VISA NikePOS_US      Seaside     OR,Download from usbank.com.3650,-76.48
2023-03-13,DEBIT,DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-139.99
2023-03-13,DEBIT,RECURRING DEBIT PURCHASE WWW.BEATSTARS.COWWW.BEATSTARTX,Download from usbank.com.3650,-9.99
2023-03-13,DEBIT,DEBIT PURCHASE -VISA PP*SEASIDEDUTC  SEASIDE     OR,Download from usbank.com.3650,-6.65
2023-03-14,CREDIT,ELECTRONIC DEPOSIT VENMO,Download from usbank.com.,16.5
2023-03-14,DEBIT,DEBIT PURCHASE -VISA SP GYMSHARK INC HTTPSWWW.GYMCO,Download from usbank.com.0857,-11.88
2023-03-14,DEBIT,DEBIT PURCHASE -VISA 76 - UNITED PACISALEM       OR,Download from usbank.com.3650,-33.71
2023-03-15,CREDIT,ELECTRONIC DEPOSIT N7090 MARION & P,Download from usbank.com.,1003.98
2023-03-15,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  408-974-1010CA,Download from usbank.com.3650,-2.99
2023-03-15,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-5.7
2023-03-16,DEBIT,ELECTRONIC WITHDRAWAL COMCAST [ANONYMIZED],Download from usbank.com.,-108.0
2023-03-17,CREDIT,ELECTRONIC DEPOSIT WILLAMETTE UNIVE,Download from usbank.com.,71.89
2023-03-17,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-13.95
2023-03-17,DEBIT,DEBIT PURCHASE -VISA GIN THAI BASSERIPORTLAND    OR,Download from usbank.com.3650,-29.0
2023-03-17,DEBIT,DEBIT PURCHASE -VISA 76 - UNITED PACISALEM       OR,Download from usbank.com.3650,-35.7
2023-03-17,DEBIT,RECURRING DEBIT PURCHASE Spotify USA     877-[ANONYMIZED] NY,Download from usbank.com.3650,-15.99
2023-03-20,DEBIT,ZELLE INSTANT PMT TO MOISES MANDUJANO              USBu4tPe5O3i,Download from usbank.com.,-125.0
2023-03-20,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,300.0
2023-03-20,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE PORTLAND    OR,Download from usbank.com.3650,-6.75
2023-03-20,DEBIT,DEBIT PURCHASE -VISA FORT STEVENS STAHAMMOND     OR,Download from usbank.com.3650,-5.0
2023-03-20,DEBIT,RECURRING DEBIT PURCHASE Amazon Prime*HC1Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-03-20,DEBIT,DEBIT PURCHASE -VISA PP*SEASIDEDUTC  SEASIDE     OR,Download from usbank.com.3650,-2.75
2023-03-20,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-12.83
2023-03-20,DEBIT,DEBIT PURCHASE -VISA 76 - ARYA GAS & BEAVERTON   OK,Download from usbank.com.0857,-41.87
2023-03-20,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORHILLSBORO   OR,Download from usbank.com.0857,-19.55
2023-03-20,DEBIT,DEBIT PURCHASE FRED-MEYE FRED MBEAVERTON   OR,Download from usbank.com.3650,-15.4
2023-03-20,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-104.5
2023-03-21,DEBIT,DEBIT PURCHASE -VISA SP ABBOTT LYON UBATH,Download from usbank.com.3650,-93.75
2023-03-21,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-2.81
2023-03-22,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1385.7
2023-03-22,DEBIT,DEBIT PURCHASE -VISA PDX AIRPORT PARKPORTLAND    OR,Download from usbank.com.0857,-4.0
2023-03-22,DEBIT,DEBIT PURCHASE -VISA SNACK SODA VENDISAN FRANCISCCA,Download from usbank.com.3650,-11.8
2023-03-22,DEBIT,DEBIT PURCHASE -VISA TST* Tastes on tSan Mateo   CA,Download from usbank.com.3650,-14.87
2023-03-22,DEBIT,DEBIT PURCHASE -VISA TST* Tastes on tSan Mateo   CA,Download from usbank.com.3650,-9.88
2023-03-22,DEBIT,DEBIT PURCHASE YESENIAS FOODS LHILLSBORO   OR,Download from usbank.com.3650,-15.46
2023-03-22,DEBIT,ATM WITHDRAWAL JAPANPOST BANK(0TOKYO         JP1,Download from usbank.com.3650,-39.84
2023-03-22,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-1.18
2023-03-22,DEBIT,ATM FEE 032223PLUSTERMJAPANPOST BANK(0TOKYO         JP1,Download from usbank.com.,-2.5
2023-03-22,CREDIT,REVERSED ATM FEE REVERSE CARD TRANSACTION FEE,Download from usbank.com.,2.5
2023-03-22,DEBIT,ATM WITHDRAWAL JAPANPOST BANK(0TOKYO         JP1,Download from usbank.com.3650,-154.33
2023-03-22,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-4.62
2023-03-22,DEBIT,ATM FEE 032223PLUSTERMJAPANPOST BANK(0TOKYO         JP1,Download from usbank.com.,-2.5
2023-03-22,CREDIT,REVERSED ATM FEE REVERSE CARD TRANSACTION FEE,Download from usbank.com.,2.5
2023-03-23,DEBIT,RECURRING DEBIT PURCHASE DisneyPLUS      888-[ANONYMIZED] CA,Download from usbank.com.3650,-12.99
2023-03-23,DEBIT,DEBIT PURCHASE -VISA TRANSATEL (UBIGIPUTEAUX CEDE,Download from usbank.com.3650,-17.55
2023-03-23,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.52
2023-03-24,DEBIT,ZELLE INSTANT PMT TO JONATHAN                      USBXh4se7sUZ,Download from usbank.com.,-160.0
2023-03-24,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE PORTLAND    OR,Download from usbank.com.3650,-6.45
2023-03-24,DEBIT,DEBIT PURCHASE -VISA AMZN MKTP US*H70AMZN.COM/BILWA,Download from usbank.com.3650,-43.98
2023-03-27,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-42.25
2023-03-27,DEBIT,DEBIT PURCHASE -VISA FAMILYMART      TOKYO,Download from usbank.com.3650,-2.3
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.06
2023-03-27,DEBIT,DEBIT PURCHASE -VISA BARLAMP         TOKYO,Download from usbank.com.3650,-107.44
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-3.22
2023-03-27,DEBIT,DEBIT PURCHASE -VISA SHIYAROTSUKU    TOKYO,Download from usbank.com.3650,-27.86
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.83
2023-03-27,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE PORTLAND    OR,Download from usbank.com.3650,-12.1
2023-03-27,DEBIT,DEBIT PURCHASE -VISA YAMURA PA KUDARIYAMANASHI,Download from usbank.com.3650,-25.46
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.76
2023-03-27,DEBIT,DEBIT PURCHASE -VISA HAKONEEN        ASIGARASIMOG,Download from usbank.com.3650,-2.85
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.08
2023-03-27,DEBIT,DEBIT PURCHASE -VISA HAKONEEN        ASIGARASIMOG,Download from usbank.com.3650,-4.17
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.12
2023-03-27,DEBIT,DEBIT PURCHASE -VISA FUKUMIMI GINZA  03-[ANONYMIZED]-[ANONYMIZED],Download from usbank.com.3650,-115.83
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-3.47
2023-03-27,DEBIT,DEBIT PURCHASE -VISA CHAMPAGNE LOUNGETOKYO,Download from usbank.com.3650,-30.86
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.92
2023-03-27,DEBIT,DEBIT PURCHASE -VISA CHAMPAGNE LOUNGETOKYO,Download from usbank.com.3650,-3.86
2023-03-27,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.11
2023-03-27,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-65.0
2023-03-27,DEBIT,DEBIT PURCHASE -VISA LYFT   1 RIDE [ANONYMIZED]-865-9553CA,Download from usbank.com.3650,-23.99
2023-03-27,DEBIT,RECURRING DEBIT PURCHASE GOOGLE *Google Sg.co/helppayCA,Download from usbank.com.3650,-1.99
2023-03-27,DEBIT,DEBIT PURCHASE -VISA TRADER JOE S #14HILLSBORO   OR,Download from usbank.com.0857,-14.25
2023-03-28,DEBIT,DEBIT PURCHASE -VISA FAMILYMART      TOKYO,Download from usbank.com.3650,-4.94
2023-03-28,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.14
2023-03-28,DEBIT,DEBIT PURCHASE -VISA CHAMPAGNE LOUNGETOKYO,Download from usbank.com.3650,-4.63
2023-03-28,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.13
2023-03-28,DEBIT,DEBIT PURCHASE -VISA IGARASHISYOUTEN KANAGAWA,Download from usbank.com.3650,-4.63
2023-03-28,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.13
2023-03-28,DEBIT,DEBIT PURCHASE -VISA LYFT   1 RIDE [ANONYMIZED]-865-9553CA,Download from usbank.com.3650,-24.98
2023-03-28,DEBIT,DEBIT PURCHASE -VISA 300BAR NEXT     TOKYO,Download from usbank.com.3650,-15.27
2023-03-28,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.45
2023-03-28,DEBIT,WEB AUTHORIZED PMT DISCOVER,Download from usbank.com.,-106.0
2023-03-29,DEBIT,DEBIT PURCHASE -VISA FAMILYMART      TOKYO,Download from usbank.com.3650,-1.0
2023-03-29,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.03
2023-03-29,DEBIT,DEBIT PURCHASE -VISA BANGKOK NIGHT GITOKYO,Download from usbank.com.3650,-20.37
2023-03-29,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.61
2023-03-29,DEBIT,DEBIT PURCHASE -VISA YUURAKUTIYOU KAITIYODAKU,Download from usbank.com.3650,-149.16
2023-03-29,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-4.47
2023-03-29,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-29.99
2023-03-29,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-135.59
2023-03-30,DEBIT,DEBIT PURCHASE -VISA FAMILYMART      TOKYO,Download from usbank.com.3650,-1.23
2023-03-30,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.03
2023-03-30,DEBIT,DEBIT PURCHASE -VISA SOUNDSONLINE    NDSONLINE.COCA,Download from usbank.com.3650,-9.99
2023-03-31,CREDIT,ELECTRONIC DEPOSIT N7090 MARION & P,Download from usbank.com.,855.63
2023-03-31,CREDIT,ELECTRONIC DEPOSIT WILLAMETTE UNIVE,Download from usbank.com.,44.92
2023-03-31,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,70.0
2023-03-31,DEBIT,DEBIT PURCHASE -VISA FAMILYMART      TOKYO,Download from usbank.com.3650,-0.99
2023-03-31,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.02
2023-04-03,DEBIT,DEBIT PURCHASE -VISA KABUSHIKIGAISHIYTOKYO,Download from usbank.com.3650,-36.48
2023-04-03,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-1.09
2023-04-03,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE PORTLAND    OR,Download from usbank.com.3650,-7.25
2023-04-03,DEBIT,DEBIT PURCHASE -VISA STATE FARM  INSU800-956-6310IL,Download from usbank.com.3650,-77.56
2023-04-03,DEBIT,DEBIT PURCHASE -VISA UBER *EATS HELP.800-[ANONYMIZED] CA,Download from usbank.com.3650,-18.29
2023-04-03,DEBIT,DEBIT PURCHASE -VISA HANEDA AIRPORT TTOKYO,Download from usbank.com.3650,-6.03
2023-04-03,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.18
2023-04-03,DEBIT,DEBIT PURCHASE -VISA COSTCO GAS #0009ALOHA       OR,Download from usbank.com.0857,-36.81
2023-04-03,DEBIT,DEBIT PURCHASE -VISA TIM HORTONS #244RICHMOND    BC,Download from usbank.com.3650,-9.95
2023-04-03,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.29
2023-04-03,DEBIT,DEBIT PURCHASE -VISA HUDSON ST1518   RICHMOND    BC,Download from usbank.com.3650,-9.51
2023-04-03,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.28
2023-04-03,DEBIT,DEBIT PURCHASE -VISA VENMO*          Visa Direct NY,Download from usbank.com.3650,-26.0
2023-04-03,DEBIT,DEBIT PURCHASE -VISA TIM HORTONS #244RICHMOND    BC,Download from usbank.com.3650,-2.77
2023-04-03,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.08
2023-04-03,DEBIT,DEBIT PURCHASE -VISA PDX AIRPORT PARKPORTLAND    OR,Download from usbank.com.0857,-4.0
2023-04-03,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-30.66
2023-04-03,DEBIT,DEBIT PURCHASE UWAJIMAYA       BEAVERTON   OR,Download from usbank.com.3650,-13.98
2023-04-04,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,2153.35
2023-04-04,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,5.0
2023-04-04,DEBIT,DEBIT PURCHASE -VISA FAMILYMART      TOKYO,Download from usbank.com.3650,-6.52
2023-04-04,DEBIT,INTERNATIONAL PROCESSING FEE,Download from usbank.com.3650,-0.19
2023-04-04,DEBIT,DEBIT PURCHASE -VISA TRAVELERS PERS I800-842-5075CT,Download from usbank.com.3650,-31.5
2023-04-04,DEBIT,DEBIT PURCHASE -VISA PP*DUTCH BROS 43WILSONVILLE OR,Download from usbank.com.3650,-8.4
2023-04-04,DEBIT,ELECTRONIC WITHDRAWAL Randall Realty C,Download from usbank.com.,-1792.34
2023-04-04,DEBIT,ELECTRONIC WITHDRAWAL YARDI SERVICECHG,Download from usbank.com.,-0.95
2023-04-04,DEBIT,ELECTRONIC WITHDRAWAL PORTLAND GENERAL,Download from usbank.com.,-122.04
2023-04-05,CREDIT,FUNDS TRANSFER-CREDIT [ANONYMIZED],Download from usbank.com.,1800.0
2023-04-05,DEBIT,DEBIT PURCHASE -VISA AAA OR/ID MBR DU503-222-6747OR,Download from usbank.com.3650,-6.5
2023-04-05,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-7.4
2023-04-05,DEBIT,DEBIT PURCHASE -VISA PILOT         00BROOKS      OR,Download from usbank.com.3650,-2.29
2023-04-06,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-1800.0
2023-04-06,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-0.99
2023-04-06,DEBIT,DEBIT PURCHASE -VISA CABELA'S ONLINE 417-873-5000MO,Download from usbank.com.0857,-149.98
2023-04-06,DEBIT,DEBIT PURCHASE -VISA MCDONALD'S F1683WILSONVILLE OR,Download from usbank.com.3650,-3.09
2023-04-06,DEBIT,DEBIT PURCHASE -VISA CHEVRON [ANONYMIZED] BEAVERTON   OR,Download from usbank.com.3650,-2.19
2023-04-06,DEBIT,DEBIT PURCHASE -VISA SQ *BARBERSHOP  BEAVERTON   OR,Download from usbank.com.3650,-40.0
2023-04-07,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1511.02
2023-04-07,DEBIT,DEBIT PURCHASE -VISA LULULEMONCOM*   877-263-9300CA,Download from usbank.com.3650,-38.0
2023-04-07,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-36.81
2023-04-07,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*HS6Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-04-07,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-3.8
2023-04-07,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #000ALOHA       OR,Download from usbank.com.0857,-39.99
2023-04-07,DEBIT,DEBIT PURCHASE -VISA CHIPOTLE [ANONYMIZED]   WILSONVILLE OR,Download from usbank.com.3650,-10.1
2023-04-07,DEBIT,RECURRING DEBIT PURCHASE SPLICE.COM      SPLICE.COM  NY,Download from usbank.com.3650,-9.99
2023-04-10,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-65.0
2023-04-10,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,65.0
2023-04-10,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-44.9
2023-04-10,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-6.39
2023-04-10,DEBIT,DEBIT PURCHASE -VISA MCDONALD'S F1714SALEM       OR,Download from usbank.com.3650,-6.45
2023-04-10,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-38.29
2023-04-10,DEBIT,DEBIT PURCHASE [ANONYMIZED] WASHINGTONPORTLAND    OR,Download from usbank.com.3650,-128.05
2023-04-10,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-29.3
2023-04-10,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-65.0
2023-04-10,DEBIT,DEBIT PURCHASE -VISA BUCKEDUP.COM    855-205-2825UT,Download from usbank.com.0857,-51.01
2023-04-10,DEBIT,DEBIT PURCHASE FRED M FUEL #921WARRENTON   OR,Download from usbank.com.3650,-0.45
2023-04-10,DEBIT,DEBIT PURCHASE FRED M FUEL #921WARRENTON   OR,Download from usbank.com.3650,-55.24
2023-04-10,DEBIT,DEBIT PURCHASE FRED-MEYE FRED MBEAVERTON   OR,Download from usbank.com.3650,-40.98
2023-04-10,DEBIT,WEB AUTHORIZED PMT PAYMENT FOR AMZ,Download from usbank.com.,-90.0
2023-04-11,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-199.52
2023-04-11,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-9.99
2023-04-11,DEBIT,RECURRING DEBIT PURCHASE CHATGPT SUBSCRIPOPENAI.COM  CA,Download from usbank.com.3650,-20.0
2023-04-11,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #000ALOHA       OR,Download from usbank.com.0857,-52.15
2023-04-11,DEBIT,DEBIT PURCHASE -VISA JIMMY JOHNS - 24SALEM       OR,Download from usbank.com.3650,-7.39
2023-04-11,DEBIT,DEBIT PURCHASE UWAJIMAYA       BEAVERTON   OR,Download from usbank.com.3650,-11.02
2023-04-12,CREDIT,ELECTRONIC DEPOSIT VENMO,Download from usbank.com.,50.0
2023-04-12,DEBIT,DEBIT PURCHASE -VISA BURGER KING #665BEAVERTON   OR,Download from usbank.com.3650,-6.69
2023-04-12,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-3.09
2023-04-12,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-6.39
2023-04-12,DEBIT,DEBIT PURCHASE -VISA WALGREENS #[ANONYMIZED] 800-289-2273OR,Download from usbank.com.0857,-45.6
2023-04-13,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-3.99
2023-04-13,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-3.99
2023-04-13,DEBIT,RECURRING DEBIT PURCHASE WWW.BEATSTARS.COWWW.BEATSTARTX,Download from usbank.com.3650,-9.99
2023-04-13,DEBIT,DEBIT PURCHASE SHELL SERVICE STPORTLAND    OR,Download from usbank.com.3650,-4.39
2023-04-13,DEBIT,DEBIT PURCHASE SHELL SERVICE STPORTLAND    OR,Download from usbank.com.3650,-35.0
2023-04-14,CREDIT,ELECTRONIC DEPOSIT WILLAMETTE UNIVE,Download from usbank.com.,40.44
2023-04-14,CREDIT,ELECTRONIC DEPOSIT N7090 MARION & P,Download from usbank.com.,595.15
2023-04-14,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-11.45
2023-04-14,DEBIT,DEBIT PURCHASE -VISA SQ *THE ACKERLY Sherwood    OR,Download from usbank.com.0857,-10.0
2023-04-17,DEBIT,ZELLE INSTANT PMT TO MOISES MANDUJANO              USBDPcyedL2E,Download from usbank.com.,-93.0
2023-04-17,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-27.0
2023-04-17,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-46.61
2023-04-17,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-11.79
2023-04-17,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-2.99
2023-04-17,DEBIT,DEBIT PURCHASE -VISA GILGAMESH BREWINSALEM       OR,Download from usbank.com.3650,-10.7
2023-04-17,DEBIT,DEBIT PURCHASE -VISA MARGARITA FACTORBEAVERTON   OR,Download from usbank.com.3650,-50.5
2023-04-17,DEBIT,DEBIT PURCHASE -VISA TAUERIA LOS PANDSALEM       OR,Download from usbank.com.0857,-11.0
2023-04-17,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*HV9Amzn.com/bilWA,Download from usbank.com.3650,-0.99
2023-04-17,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM*HJ26DAMZN.COM/BILWA,Download from usbank.com.3650,-47.15
2023-04-17,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HV6Amzn.com/bilWA,Download from usbank.com.3650,-30.47
2023-04-17,DEBIT,DEBIT PURCHASE -VISA SAFEWAY FUEL1976WOODBURN    OR,Download from usbank.com.3650,-36.6
2023-04-17,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORHILLSBORO   OR,Download from usbank.com.3650,-20.5
2023-04-17,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HJ5Amzn.com/bilWA,Download from usbank.com.3650,-29.99
2023-04-17,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HV7Amzn.com/bilWA,Download from usbank.com.3650,-8.72
2023-04-17,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HV8Amzn.com/bilWA,Download from usbank.com.3650,-49.94
2023-04-17,DEBIT,ELECTRONIC WITHDRAWAL COMCAST [ANONYMIZED],Download from usbank.com.,-108.0
2023-04-18,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.0857,-2.8
2023-04-18,DEBIT,RECURRING DEBIT PURCHASE Spotify USA     877-[ANONYMIZED] NY,Download from usbank.com.3650,-15.99
2023-04-19,CREDIT,ELECTRONIC DEPOSIT OR REVENUE DEPT,Download from usbank.com.,261.0
2023-04-19,CREDIT,ELECTRONIC DEPOSIT FID BKG SVC LLC,Download from usbank.com.,2214.0
2023-04-19,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-11.17
2023-04-19,DEBIT,RECURRING DEBIT PURCHASE Amazon Prime*HV9Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-04-20,DEBIT,DEBIT PURCHASE USPS PO 40739705SALEM       OR,Download from usbank.com.3650,-9.75
2023-04-20,DEBIT,DEBIT PURCHASE -VISA 76 - UNITED PACISALEM       OR,Download from usbank.com.3650,-39.66
2023-04-21,CREDIT,ELECTRONIC DEPOSIT EQUITY PLAN SOLU,Download from usbank.com.,1230.64
2023-04-21,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1300.52
2023-04-21,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-19.99
2023-04-21,DEBIT,ZELLE INSTANT PMT TO MOISES MANDUJANO              USBAgdGefssB,Download from usbank.com.,-210.0
2023-04-21,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-3.39
